index, timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 2025/02/27 07:13:32.459, 23 %, 15 %, 19137 MiB
0, 2025/02/27 07:13:33.460, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:13:33.549, 23 %, 16 %, 19137 MiB
0, 2025/02/27 07:13:34.550, 21 %, 14 %, 18487 MiB
1, 2025/02/27 07:13:34.551, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:13:35.552, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:13:35.552, 24 %, 17 %, 19137 MiB
0, 2025/02/27 07:13:36.553, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:13:36.554, 25 %, 18 %, 19137 MiB
0, 2025/02/27 07:13:37.555, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:13:37.555, 27 %, 19 %, 19137 MiB
0, 2025/02/27 07:13:38.556, 19 %, 14 %, 18487 MiB
1, 2025/02/27 07:13:38.557, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:13:39.558, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:13:39.559, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:13:40.559, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:13:40.560, 29 %, 21 %, 19137 MiB
0, 2025/02/27 07:13:41.561, 23 %, 17 %, 18487 MiB
1, 2025/02/27 07:13:41.562, 27 %, 20 %, 19137 MiB
0, 2025/02/27 07:13:42.562, 23 %, 16 %, 18487 MiB
1, 2025/02/27 07:13:42.563, 27 %, 20 %, 19137 MiB
0, 2025/02/27 07:13:43.564, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:13:43.564, 30 %, 22 %, 19137 MiB
0, 2025/02/27 07:13:44.565, 21 %, 16 %, 18487 MiB
1, 2025/02/27 07:13:44.566, 30 %, 22 %, 19137 MiB
0, 2025/02/27 07:13:45.566, 22 %, 16 %, 18487 MiB
1, 2025/02/27 07:13:45.633, 31 %, 23 %, 19137 MiB
0, 2025/02/27 07:13:46.634, 22 %, 16 %, 18487 MiB
1, 2025/02/27 07:13:46.635, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:13:47.636, 22 %, 17 %, 18487 MiB
1, 2025/02/27 07:13:47.643, 31 %, 23 %, 19137 MiB
0, 2025/02/27 07:13:48.644, 22 %, 17 %, 18487 MiB
1, 2025/02/27 07:13:48.645, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:13:49.646, 23 %, 17 %, 18487 MiB
1, 2025/02/27 07:13:49.646, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:13:50.647, 23 %, 18 %, 18487 MiB
1, 2025/02/27 07:13:50.648, 32 %, 25 %, 19137 MiB
0, 2025/02/27 07:13:51.649, 23 %, 18 %, 18487 MiB
1, 2025/02/27 07:13:51.650, 32 %, 25 %, 19137 MiB
0, 2025/02/27 07:13:52.651, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:13:52.651, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:13:53.652, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:13:53.653, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:13:54.653, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:13:54.655, 33 %, 26 %, 19137 MiB
0, 2025/02/27 07:13:55.655, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:13:55.656, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:13:56.657, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:13:56.658, 32 %, 25 %, 19137 MiB
0, 2025/02/27 07:13:57.658, 28 %, 22 %, 18487 MiB
1, 2025/02/27 07:13:57.733, 32 %, 26 %, 19137 MiB
0, 2025/02/27 07:13:58.736, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:13:58.737, 33 %, 27 %, 19137 MiB
0, 2025/02/27 07:13:59.738, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:13:59.738, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:14:00.739, 27 %, 21 %, 18487 MiB
1, 2025/02/27 07:14:00.740, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:14:01.740, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:14:01.741, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:14:02.742, 30 %, 24 %, 18487 MiB
1, 2025/02/27 07:14:02.743, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:14:03.744, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:14:03.744, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:14:04.745, 30 %, 24 %, 18487 MiB
1, 2025/02/27 07:14:04.746, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:05.747, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:05.747, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:06.748, 31 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:06.749, 36 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:07.749, 31 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:07.751, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:14:08.751, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:08.752, 38 %, 32 %, 19137 MiB
0, 2025/02/27 07:14:09.753, 31 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:09.827, 39 %, 32 %, 19137 MiB
0, 2025/02/27 07:14:10.828, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:10.829, 39 %, 33 %, 19137 MiB
0, 2025/02/27 07:14:11.830, 33 %, 27 %, 18487 MiB
1, 2025/02/27 07:14:11.837, 40 %, 34 %, 19137 MiB
0, 2025/02/27 07:14:12.838, 15 %, 9 %, 18487 MiB
1, 2025/02/27 07:14:12.838, 56 %, 26 %, 19137 MiB
0, 2025/02/27 07:14:13.839, 15 %, 9 %, 18487 MiB
1, 2025/02/27 07:14:13.840, 19 %, 12 %, 19137 MiB
0, 2025/02/27 07:14:14.841, 16 %, 9 %, 18487 MiB
1, 2025/02/27 07:14:14.842, 20 %, 12 %, 19137 MiB
0, 2025/02/27 07:14:15.843, 15 %, 9 %, 18487 MiB
1, 2025/02/27 07:14:15.843, 20 %, 13 %, 19137 MiB
0, 2025/02/27 07:14:16.844, 17 %, 11 %, 18487 MiB
1, 2025/02/27 07:14:16.845, 22 %, 14 %, 19137 MiB
0, 2025/02/27 07:14:17.845, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:14:17.846, 22 %, 14 %, 19137 MiB
0, 2025/02/27 07:14:18.847, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:14:18.848, 22 %, 14 %, 19137 MiB
0, 2025/02/27 07:14:19.849, 19 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:19.850, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:14:20.850, 19 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:20.851, 25 %, 16 %, 19137 MiB
0, 2025/02/27 07:14:21.852, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:21.926, 25 %, 17 %, 19137 MiB
0, 2025/02/27 07:14:22.929, 17 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:22.930, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:14:23.930, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:23.931, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:14:24.931, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:14:24.932, 27 %, 18 %, 19137 MiB
0, 2025/02/27 07:14:25.933, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:14:25.933, 26 %, 18 %, 19137 MiB
0, 2025/02/27 07:14:26.934, 21 %, 14 %, 18487 MiB
1, 2025/02/27 07:14:26.935, 27 %, 19 %, 19137 MiB
0, 2025/02/27 07:14:27.936, 22 %, 15 %, 18487 MiB
1, 2025/02/27 07:14:27.936, 25 %, 18 %, 19137 MiB
0, 2025/02/27 07:14:28.938, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:14:28.938, 25 %, 18 %, 19137 MiB
0, 2025/02/27 07:14:29.939, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:14:29.940, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:14:30.940, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:14:30.941, 29 %, 21 %, 19137 MiB
0, 2025/02/27 07:14:31.942, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:14:31.942, 29 %, 21 %, 19137 MiB
0, 2025/02/27 07:14:32.943, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:14:32.944, 30 %, 22 %, 19137 MiB
0, 2025/02/27 07:14:33.944, 22 %, 17 %, 18487 MiB
1, 2025/02/27 07:14:34.021, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:14:35.022, 23 %, 17 %, 18487 MiB
1, 2025/02/27 07:14:35.023, 30 %, 22 %, 19137 MiB
0, 2025/02/27 07:14:36.024, 23 %, 17 %, 18487 MiB
1, 2025/02/27 07:14:36.027, 28 %, 21 %, 19137 MiB
0, 2025/02/27 07:14:37.027, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:14:37.028, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:14:38.029, 22 %, 17 %, 18487 MiB
1, 2025/02/27 07:14:38.029, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:14:39.030, 18 %, 13 %, 18487 MiB
1, 2025/02/27 07:14:39.031, 26 %, 20 %, 19137 MiB
0, 2025/02/27 07:14:40.032, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:40.032, 33 %, 25 %, 19137 MiB
0, 2025/02/27 07:14:41.033, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:41.034, 31 %, 25 %, 19137 MiB
0, 2025/02/27 07:14:42.035, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:14:42.036, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:14:43.037, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:14:43.037, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:14:44.038, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:14:44.039, 32 %, 26 %, 19137 MiB
0, 2025/02/27 07:14:45.039, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:14:45.040, 33 %, 26 %, 19137 MiB
0, 2025/02/27 07:14:46.041, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:14:46.121, 33 %, 27 %, 19137 MiB
0, 2025/02/27 07:14:47.123, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:47.124, 32 %, 26 %, 19137 MiB
0, 2025/02/27 07:14:48.125, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:48.125, 33 %, 26 %, 19137 MiB
0, 2025/02/27 07:14:49.126, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:49.127, 36 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:50.127, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:14:50.128, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:14:51.129, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:14:51.130, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:14:52.131, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:14:52.131, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:14:53.132, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:14:53.133, 36 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:54.133, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:14:54.134, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:55.135, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:14:55.136, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:14:56.136, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:14:56.138, 38 %, 31 %, 19137 MiB
0, 2025/02/27 07:14:57.138, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:14:57.139, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:14:58.140, 30 %, 24 %, 18487 MiB
1, 2025/02/27 07:14:58.214, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:14:59.215, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:14:59.223, 38 %, 32 %, 19137 MiB
0, 2025/02/27 07:15:00.224, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:15:00.224, 39 %, 33 %, 19137 MiB
0, 2025/02/27 07:15:01.225, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:15:01.226, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:02.227, 14 %, 8 %, 18487 MiB
1, 2025/02/27 07:15:02.228, 68 %, 29 %, 19137 MiB
0, 2025/02/27 07:15:03.229, 14 %, 9 %, 18487 MiB
1, 2025/02/27 07:15:03.229, 19 %, 12 %, 19137 MiB
0, 2025/02/27 07:15:04.230, 16 %, 9 %, 18487 MiB
1, 2025/02/27 07:15:04.231, 20 %, 12 %, 19137 MiB
0, 2025/02/27 07:15:05.232, 17 %, 10 %, 18487 MiB
1, 2025/02/27 07:15:05.232, 20 %, 12 %, 19137 MiB
0, 2025/02/27 07:15:06.233, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:06.234, 21 %, 13 %, 19137 MiB
0, 2025/02/27 07:15:07.235, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:07.236, 23 %, 14 %, 19137 MiB
0, 2025/02/27 07:15:08.236, 16 %, 10 %, 18487 MiB
1, 2025/02/27 07:15:08.237, 20 %, 13 %, 19137 MiB
0, 2025/02/27 07:15:09.238, 17 %, 10 %, 18487 MiB
1, 2025/02/27 07:15:09.238, 24 %, 15 %, 19137 MiB
0, 2025/02/27 07:15:10.239, 17 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:10.312, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:15:11.315, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:11.316, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:15:12.316, 17 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:12.317, 25 %, 17 %, 19137 MiB
0, 2025/02/27 07:15:13.318, 17 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:13.318, 25 %, 17 %, 19137 MiB
0, 2025/02/27 07:15:14.319, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:14.320, 26 %, 18 %, 19137 MiB
0, 2025/02/27 07:15:15.320, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:15:15.321, 26 %, 18 %, 19137 MiB
0, 2025/02/27 07:15:16.322, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:15:16.323, 27 %, 19 %, 19137 MiB
0, 2025/02/27 07:15:17.324, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:15:17.324, 26 %, 18 %, 19137 MiB
0, 2025/02/27 07:15:18.325, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:15:18.326, 25 %, 18 %, 19137 MiB
0, 2025/02/27 07:15:19.326, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:15:19.327, 26 %, 19 %, 19137 MiB
0, 2025/02/27 07:15:20.328, 20 %, 14 %, 18487 MiB
1, 2025/02/27 07:15:20.328, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:15:21.329, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:15:21.330, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:15:22.331, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:15:22.406, 28 %, 21 %, 19137 MiB
0, 2025/02/27 07:15:23.407, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:15:23.408, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:24.409, 22 %, 16 %, 18487 MiB
1, 2025/02/27 07:15:24.413, 30 %, 22 %, 19137 MiB
0, 2025/02/27 07:15:25.413, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:25.415, 31 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:26.416, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:26.417, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:27.418, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:27.419, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:15:28.420, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:28.420, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:29.421, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:15:29.422, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:30.422, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:30.423, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:15:31.424, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:15:31.424, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:15:32.425, 23 %, 18 %, 18487 MiB
1, 2025/02/27 07:15:32.426, 24 %, 19 %, 19137 MiB
0, 2025/02/27 07:15:33.427, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:15:33.428, 31 %, 24 %, 19137 MiB
0, 2025/02/27 07:15:34.429, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:15:34.505, 31 %, 25 %, 19137 MiB
0, 2025/02/27 07:15:35.508, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:15:35.509, 35 %, 28 %, 19137 MiB
0, 2025/02/27 07:15:36.509, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:15:36.510, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:15:37.511, 27 %, 21 %, 18487 MiB
1, 2025/02/27 07:15:37.511, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:15:38.512, 28 %, 22 %, 18487 MiB
1, 2025/02/27 07:15:38.513, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:15:39.513, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:15:39.514, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:15:40.515, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:15:40.516, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:15:41.517, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:15:41.517, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:15:42.518, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:15:42.519, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:15:43.520, 26 %, 21 %, 18487 MiB
1, 2025/02/27 07:15:43.520, 38 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:44.521, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:15:44.522, 38 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:45.522, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:15:45.524, 38 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:46.524, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:15:46.600, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:47.601, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:15:47.602, 37 %, 30 %, 19137 MiB
0, 2025/02/27 07:15:48.603, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:15:48.606, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:15:49.606, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:15:49.608, 39 %, 32 %, 19137 MiB
0, 2025/02/27 07:15:50.609, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:15:50.610, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:15:51.611, 6 %, 2 %, 18487 MiB
1, 2025/02/27 07:15:51.611, 89 %, 41 %, 19137 MiB
0, 2025/02/27 07:15:52.612, 15 %, 10 %, 18487 MiB
1, 2025/02/27 07:15:52.613, 22 %, 14 %, 19137 MiB
0, 2025/02/27 07:15:53.614, 18 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:53.614, 22 %, 15 %, 19137 MiB
0, 2025/02/27 07:15:54.615, 19 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:54.616, 23 %, 15 %, 19137 MiB
0, 2025/02/27 07:15:55.617, 17 %, 11 %, 18487 MiB
1, 2025/02/27 07:15:55.618, 19 %, 13 %, 19137 MiB
0, 2025/02/27 07:15:56.618, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:56.620, 25 %, 16 %, 19137 MiB
0, 2025/02/27 07:15:57.620, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:57.621, 24 %, 16 %, 19137 MiB
0, 2025/02/27 07:15:58.622, 18 %, 12 %, 18487 MiB
1, 2025/02/27 07:15:58.699, 25 %, 17 %, 19137 MiB
0, 2025/02/27 07:15:59.701, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:15:59.702, 26 %, 18 %, 19137 MiB
0, 2025/02/27 07:16:00.703, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:16:00.703, 25 %, 17 %, 19137 MiB
0, 2025/02/27 07:16:01.704, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:16:01.705, 27 %, 19 %, 19137 MiB
0, 2025/02/27 07:16:02.705, 19 %, 13 %, 18487 MiB
1, 2025/02/27 07:16:02.706, 27 %, 19 %, 19137 MiB
0, 2025/02/27 07:16:03.707, 19 %, 14 %, 18487 MiB
1, 2025/02/27 07:16:03.708, 28 %, 20 %, 19137 MiB
0, 2025/02/27 07:16:04.709, 19 %, 14 %, 18487 MiB
1, 2025/02/27 07:16:04.710, 28 %, 21 %, 19137 MiB
0, 2025/02/27 07:16:05.710, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:16:05.711, 29 %, 21 %, 19137 MiB
0, 2025/02/27 07:16:06.712, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:16:06.712, 29 %, 21 %, 19137 MiB
0, 2025/02/27 07:16:07.713, 20 %, 15 %, 18487 MiB
1, 2025/02/27 07:16:07.714, 29 %, 22 %, 19137 MiB
0, 2025/02/27 07:16:08.714, 21 %, 15 %, 18487 MiB
1, 2025/02/27 07:16:08.715, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:09.716, 22 %, 16 %, 18487 MiB
1, 2025/02/27 07:16:09.717, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:10.718, 23 %, 17 %, 18487 MiB
1, 2025/02/27 07:16:10.791, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:11.792, 23 %, 18 %, 18487 MiB
1, 2025/02/27 07:16:11.793, 30 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:12.794, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:16:12.801, 31 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:13.802, 25 %, 19 %, 18487 MiB
1, 2025/02/27 07:16:13.803, 32 %, 24 %, 19137 MiB
0, 2025/02/27 07:16:14.804, 24 %, 18 %, 18487 MiB
1, 2025/02/27 07:16:14.804, 29 %, 23 %, 19137 MiB
0, 2025/02/27 07:16:15.805, 25 %, 19 %, 18487 MiB
1, 2025/02/27 07:16:15.806, 32 %, 25 %, 19137 MiB
0, 2025/02/27 07:16:16.807, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:16:16.808, 32 %, 25 %, 19137 MiB
0, 2025/02/27 07:16:17.808, 26 %, 20 %, 18487 MiB
1, 2025/02/27 07:16:17.809, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:16:18.810, 27 %, 21 %, 18487 MiB
1, 2025/02/27 07:16:18.810, 33 %, 26 %, 19137 MiB
0, 2025/02/27 07:16:19.811, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:16:19.812, 33 %, 26 %, 19137 MiB
0, 2025/02/27 07:16:20.813, 28 %, 22 %, 18487 MiB
1, 2025/02/27 07:16:20.814, 35 %, 28 %, 19137 MiB
0, 2025/02/27 07:16:21.814, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:16:21.815, 35 %, 28 %, 19137 MiB
0, 2025/02/27 07:16:22.816, 25 %, 20 %, 18487 MiB
1, 2025/02/27 07:16:22.889, 35 %, 29 %, 19137 MiB
0, 2025/02/27 07:16:23.892, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:23.893, 34 %, 27 %, 19137 MiB
0, 2025/02/27 07:16:24.894, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:24.895, 33 %, 27 %, 19137 MiB
0, 2025/02/27 07:16:25.895, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:25.896, 33 %, 27 %, 19137 MiB
0, 2025/02/27 07:16:26.896, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:26.897, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:16:27.898, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:27.898, 34 %, 28 %, 19137 MiB
0, 2025/02/27 07:16:28.899, 29 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:28.900, 37 %, 30 %, 19137 MiB
0, 2025/02/27 07:16:29.901, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:16:29.902, 38 %, 31 %, 19137 MiB
0, 2025/02/27 07:16:30.903, 27 %, 22 %, 18487 MiB
1, 2025/02/27 07:16:30.903, 38 %, 32 %, 19137 MiB
0, 2025/02/27 07:16:31.904, 24 %, 19 %, 18487 MiB
1, 2025/02/27 07:16:31.905, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:16:32.905, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:16:32.906, 36 %, 30 %, 19137 MiB
0, 2025/02/27 07:16:33.907, 28 %, 23 %, 18487 MiB
1, 2025/02/27 07:16:33.908, 38 %, 32 %, 19137 MiB
0, 2025/02/27 07:16:34.909, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:16:34.983, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:16:35.984, 31 %, 26 %, 18487 MiB
1, 2025/02/27 07:16:35.985, 37 %, 31 %, 19137 MiB
0, 2025/02/27 07:16:36.985, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:16:36.986, 41 %, 34 %, 19137 MiB
0, 2025/02/27 07:16:37.987, 31 %, 26 %, 18487 MiB
1, 2025/02/27 07:16:37.994, 37 %, 32 %, 19137 MiB
0, 2025/02/27 07:16:38.995, 29 %, 24 %, 18487 MiB
1, 2025/02/27 07:16:38.995, 37 %, 32 %, 19137 MiB
0, 2025/02/27 07:16:39.996, 30 %, 25 %, 18487 MiB
1, 2025/02/27 07:16:39.997, 38 %, 33 %, 19137 MiB
0, 2025/02/27 07:16:40.998, 12 %, 6 %, 18487 MiB
1, 2025/02/27 07:16:40.999, 16 %, 8 %, 19137 MiB
0, 2025/02/27 07:16:42.000, 12 %, 6 %, 18487 MiB
1, 2025/02/27 07:16:42.001, 16 %, 8 %, 19137 MiB
0, 2025/02/27 07:16:43.001, 12 %, 6 %, 18487 MiB
1, 2025/02/27 07:16:43.002, 17 %, 9 %, 19137 MiB
0, 2025/02/27 07:16:44.003, 13 %, 7 %, 18487 MiB
1, 2025/02/27 07:16:44.003, 17 %, 9 %, 19137 MiB
0, 2025/02/27 07:16:45.004, 14 %, 7 %, 18487 MiB
1, 2025/02/27 07:16:45.005, 18 %, 9 %, 19137 MiB
0, 2025/02/27 07:16:46.006, 13 %, 6 %, 18487 MiB
1, 2025/02/27 07:16:46.007, 18 %, 9 %, 19137 MiB
0, 2025/02/27 07:16:47.007, 13 %, 6 %, 18487 MiB
1, 2025/02/27 07:16:47.081, 18 %, 9 %, 19137 MiB
