index, timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 2025/02/26 09:28:12.334, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:13.334, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:28:13.335, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:14.336, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:28:14.336, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:15.337, 79 %, 72 %, 19617 MiB
1, 2025/02/26 09:28:15.338, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:16.338, 88 %, 80 %, 19617 MiB
1, 2025/02/26 09:28:16.339, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:17.339, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:17.340, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:18.340, 95 %, 87 %, 19617 MiB
1, 2025/02/26 09:28:18.341, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:19.342, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:28:19.342, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:20.343, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:28:20.343, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:21.344, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:21.344, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:22.345, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:28:22.397, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:23.397, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:28:23.398, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:24.399, 96 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:24.399, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:25.400, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:28:25.400, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:26.401, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:26.402, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:27.402, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:27.403, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:28.403, 90 %, 84 %, 19617 MiB
1, 2025/02/26 09:28:28.404, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:29.405, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:28:29.405, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:30.406, 94 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:30.406, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:31.407, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:31.408, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:32.409, 93 %, 87 %, 19617 MiB
1, 2025/02/26 09:28:32.410, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:33.411, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:28:33.411, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:34.412, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:34.413, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:35.413, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:35.493, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:36.494, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:28:36.494, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:37.495, 90 %, 82 %, 19617 MiB
1, 2025/02/26 09:28:37.496, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:38.496, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:28:38.497, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:39.497, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:39.498, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:40.498, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:40.499, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:41.499, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:41.500, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:42.501, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:28:42.502, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:43.503, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:43.504, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:44.504, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:44.505, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:45.506, 95 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:45.506, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:46.507, 95 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:46.508, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:47.508, 95 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:47.509, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:48.509, 95 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:48.566, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:49.566, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:49.567, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:50.567, 96 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:50.568, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:51.568, 91 %, 85 %, 19617 MiB
1, 2025/02/26 09:28:51.569, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:52.570, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:28:52.570, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:53.571, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:28:53.571, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:54.572, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:28:54.573, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:55.573, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:28:55.574, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:56.574, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:28:56.575, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:57.575, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:28:57.576, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:58.576, 93 %, 88 %, 19617 MiB
1, 2025/02/26 09:28:58.577, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:59.578, 100 %, 61 %, 19617 MiB
1, 2025/02/26 09:28:59.579, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:00.580, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:00.581, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:01.581, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:01.630, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:02.631, 96 %, 93 %, 19617 MiB
1, 2025/02/26 09:29:02.632, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:03.632, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:03.633, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:04.634, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:04.635, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:05.635, 97 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:05.636, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:06.637, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:06.638, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:07.639, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:07.640, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:08.640, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:08.641, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:09.641, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:09.642, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:10.643, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:10.643, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:11.644, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:11.645, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:12.645, 97 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:12.646, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:13.647, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:13.647, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:14.648, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:14.721, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:15.722, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:15.722, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:16.723, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:16.724, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:17.724, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:17.725, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:18.726, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:18.726, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:19.727, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:19.728, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:20.728, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:20.729, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:21.730, 96 %, 94 %, 19617 MiB
1, 2025/02/26 09:29:21.731, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:22.731, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:22.732, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:23.733, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:23.734, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:24.734, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:24.735, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:25.735, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:25.736, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:26.737, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:26.737, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:27.738, 96 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:27.798, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:28.799, 95 %, 95 %, 19617 MiB
1, 2025/02/26 09:29:28.799, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:29.800, 96 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:29.801, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:30.801, 97 %, 96 %, 19617 MiB
1, 2025/02/26 09:29:30.802, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:31.802, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:29:31.803, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:32.804, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:29:32.804, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:33.805, 85 %, 80 %, 19617 MiB
1, 2025/02/26 09:29:33.806, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:34.806, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:29:34.807, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:35.808, 84 %, 78 %, 19617 MiB
1, 2025/02/26 09:29:35.809, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:36.810, 87 %, 81 %, 19617 MiB
1, 2025/02/26 09:29:36.810, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:37.811, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:29:37.812, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:38.812, 84 %, 77 %, 19617 MiB
1, 2025/02/26 09:29:38.813, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:39.813, 81 %, 75 %, 19617 MiB
1, 2025/02/26 09:29:39.814, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:40.815, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:29:40.874, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:41.875, 85 %, 79 %, 19617 MiB
1, 2025/02/26 09:29:41.876, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:42.876, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:29:42.877, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:43.878, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:29:43.878, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:44.879, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:29:44.880, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:45.880, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:29:45.881, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:46.881, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:29:46.882, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:47.883, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:29:47.884, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:48.885, 94 %, 85 %, 19617 MiB
1, 2025/02/26 09:29:48.886, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:49.886, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:29:49.887, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:50.887, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:29:50.888, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:51.889, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:29:51.889, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:52.890, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:29:52.891, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:53.891, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:29:53.945, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:54.946, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:29:54.946, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:55.947, 96 %, 88 %, 19617 MiB
1, 2025/02/26 09:29:55.947, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:56.948, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:29:56.948, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:57.949, 75 %, 69 %, 19617 MiB
1, 2025/02/26 09:29:57.950, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:58.950, 82 %, 76 %, 19617 MiB
1, 2025/02/26 09:29:58.951, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:29:59.952, 84 %, 77 %, 19617 MiB
1, 2025/02/26 09:29:59.952, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:00.953, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:30:00.953, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:01.954, 88 %, 81 %, 19617 MiB
1, 2025/02/26 09:30:01.955, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:02.955, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:02.956, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:03.957, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:03.958, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:04.958, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:30:04.959, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:05.960, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:05.961, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:06.961, 93 %, 84 %, 19617 MiB
1, 2025/02/26 09:30:06.962, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:07.963, 90 %, 82 %, 19617 MiB
1, 2025/02/26 09:30:07.963, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:08.964, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:30:08.964, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:09.965, 95 %, 86 %, 19617 MiB
1, 2025/02/26 09:30:09.966, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:10.966, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:10.967, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:11.968, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:30:11.968, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:12.969, 95 %, 87 %, 19617 MiB
1, 2025/02/26 09:30:12.969, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:13.970, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:30:13.971, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:14.971, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:30:14.972, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:15.973, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:30:15.974, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:16.974, 96 %, 89 %, 19617 MiB
1, 2025/02/26 09:30:16.975, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:17.976, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:30:17.976, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:18.977, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:30:19.006, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:20.007, 96 %, 89 %, 19617 MiB
1, 2025/02/26 09:30:20.008, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:21.008, 93 %, 87 %, 19617 MiB
1, 2025/02/26 09:30:21.009, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:22.009, 74 %, 71 %, 19617 MiB
1, 2025/02/26 09:30:22.010, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:23.011, 77 %, 74 %, 19617 MiB
1, 2025/02/26 09:30:23.012, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:24.013, 80 %, 76 %, 19617 MiB
1, 2025/02/26 09:30:24.014, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:25.014, 78 %, 75 %, 19617 MiB
1, 2025/02/26 09:30:25.015, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:26.016, 79 %, 75 %, 19617 MiB
1, 2025/02/26 09:30:26.016, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:27.017, 64 %, 61 %, 19617 MiB
1, 2025/02/26 09:30:27.018, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:28.018, 65 %, 61 %, 19617 MiB
1, 2025/02/26 09:30:28.019, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:29.020, 77 %, 73 %, 19617 MiB
1, 2025/02/26 09:30:29.020, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:30.021, 82 %, 78 %, 19617 MiB
1, 2025/02/26 09:30:30.021, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:31.022, 82 %, 77 %, 19617 MiB
1, 2025/02/26 09:30:31.022, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:32.023, 83 %, 78 %, 19617 MiB
1, 2025/02/26 09:30:32.092, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:33.093, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:30:33.094, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:34.094, 87 %, 81 %, 19617 MiB
1, 2025/02/26 09:30:34.095, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:35.095, 83 %, 78 %, 19617 MiB
1, 2025/02/26 09:30:35.096, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:36.096, 85 %, 80 %, 19617 MiB
1, 2025/02/26 09:30:36.097, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:37.097, 89 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:37.098, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:38.099, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:30:38.099, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:39.100, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:30:39.100, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:40.101, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:30:40.102, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:41.102, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:30:41.103, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:42.103, 88 %, 81 %, 19617 MiB
1, 2025/02/26 09:30:42.104, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:43.105, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:30:43.106, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:44.107, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:30:44.107, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:45.108, 81 %, 74 %, 19617 MiB
1, 2025/02/26 09:30:45.152, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:46.153, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:30:46.154, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:47.154, 0 %, 0 %, 19617 MiB
1, 2025/02/26 09:30:47.155, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:48.156, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:48.156, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:49.157, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:49.158, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:50.158, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:50.159, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:51.159, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:51.160, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:52.161, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:52.161, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:53.162, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:53.163, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:54.163, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:54.164, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:55.165, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:55.165, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:56.166, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:56.167, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:57.167, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:57.168, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:58.168, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:58.169, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:30:59.170, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:30:59.211, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:00.212, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:00.212, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:01.213, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:01.213, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:02.214, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:02.215, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:03.215, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:03.216, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:04.217, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:04.217, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:05.218, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:05.218, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:06.219, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:06.220, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:07.220, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:07.221, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:08.222, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:08.222, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:09.223, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:09.224, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:10.224, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:10.225, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:11.226, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:11.226, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:12.227, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:12.228, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:13.228, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:13.277, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:14.278, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:14.279, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:15.279, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:15.280, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:16.281, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:16.281, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:17.282, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:17.283, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:18.283, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:18.284, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:19.284, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:19.285, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:20.286, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:20.286, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:21.287, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:21.288, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:22.288, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:22.289, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:23.289, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:23.290, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:24.291, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:24.291, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:25.292, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:25.293, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:26.293, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:26.294, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:27.294, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:27.345, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:28.345, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:28.346, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:29.347, 0 %, 0 %, 5 MiB
1, 2025/02/26 09:31:29.347, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:31:30.348, 0 %, 0 %, 5 MiB
