timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/02/25 14:45:00.773, 44 %, 44 %, 23011 MiB
2025/02/25 14:45:00.773, 46 %, 47 %, 21963 MiB
2025/02/25 14:45:01.774, 44 %, 44 %, 23011 MiB
2025/02/25 14:45:01.775, 43 %, 43 %, 21963 MiB
2025/02/25 14:45:02.776, 48 %, 49 %, 23011 MiB
2025/02/25 14:45:02.777, 45 %, 46 %, 21963 MiB
2025/02/25 14:45:03.777, 42 %, 42 %, 23011 MiB
2025/02/25 14:45:03.778, 46 %, 47 %, 21963 MiB
2025/02/25 14:45:04.779, 44 %, 45 %, 23011 MiB
2025/02/25 14:45:04.779, 43 %, 44 %, 21963 MiB
2025/02/25 14:45:05.780, 44 %, 45 %, 23011 MiB
2025/02/25 14:45:05.781, 43 %, 44 %, 21963 MiB
2025/02/25 14:45:06.782, 45 %, 45 %, 23011 MiB
2025/02/25 14:45:06.783, 48 %, 49 %, 21963 MiB
2025/02/25 14:45:07.783, 49 %, 49 %, 23011 MiB
2025/02/25 14:45:07.784, 47 %, 48 %, 21963 MiB
2025/02/25 14:45:08.785, 49 %, 50 %, 23011 MiB
2025/02/25 14:45:08.785, 49 %, 50 %, 21963 MiB
2025/02/25 14:45:09.786, 48 %, 48 %, 23011 MiB
2025/02/25 14:45:09.787, 48 %, 49 %, 21963 MiB
2025/02/25 14:45:10.787, 28 %, 26 %, 23011 MiB
2025/02/25 14:45:10.788, 30 %, 28 %, 21963 MiB
2025/02/25 14:45:11.789, 27 %, 24 %, 23011 MiB
2025/02/25 14:45:11.790, 26 %, 24 %, 21963 MiB
2025/02/25 14:45:12.790, 31 %, 27 %, 23011 MiB
2025/02/25 14:45:12.791, 31 %, 28 %, 21963 MiB
2025/02/25 14:45:13.792, 32 %, 29 %, 23011 MiB
2025/02/25 14:45:13.793, 33 %, 29 %, 21963 MiB
2025/02/25 14:45:14.793, 31 %, 27 %, 23011 MiB
2025/02/25 14:45:14.794, 31 %, 27 %, 21963 MiB
2025/02/25 14:45:15.795, 31 %, 28 %, 23011 MiB
2025/02/25 14:45:15.795, 32 %, 28 %, 21963 MiB
2025/02/25 14:45:16.796, 30 %, 27 %, 23011 MiB
2025/02/25 14:45:16.797, 32 %, 29 %, 21963 MiB
2025/02/25 14:45:17.797, 35 %, 32 %, 23011 MiB
2025/02/25 14:45:17.798, 36 %, 33 %, 21963 MiB
2025/02/25 14:45:18.799, 32 %, 29 %, 23011 MiB
2025/02/25 14:45:18.800, 31 %, 28 %, 21963 MiB
2025/02/25 14:45:19.801, 32 %, 29 %, 23011 MiB
2025/02/25 14:45:19.801, 31 %, 29 %, 21963 MiB
2025/02/25 14:45:20.802, 31 %, 28 %, 23011 MiB
2025/02/25 14:45:20.803, 32 %, 30 %, 21963 MiB
2025/02/25 14:45:21.803, 36 %, 33 %, 23011 MiB
2025/02/25 14:45:21.804, 32 %, 30 %, 21963 MiB
2025/02/25 14:45:22.815, 37 %, 35 %, 23011 MiB
2025/02/25 14:45:22.816, 32 %, 30 %, 21963 MiB
2025/02/25 14:45:23.816, 32 %, 30 %, 23011 MiB
2025/02/25 14:45:23.817, 39 %, 37 %, 21963 MiB
2025/02/25 14:45:24.818, 37 %, 35 %, 23011 MiB
2025/02/25 14:45:24.819, 34 %, 33 %, 21963 MiB
2025/02/25 14:45:25.819, 34 %, 32 %, 23011 MiB
2025/02/25 14:45:25.820, 34 %, 32 %, 21963 MiB
2025/02/25 14:45:26.820, 35 %, 33 %, 23011 MiB
2025/02/25 14:45:26.821, 37 %, 36 %, 21963 MiB
2025/02/25 14:45:27.822, 41 %, 39 %, 23011 MiB
2025/02/25 14:45:27.822, 36 %, 35 %, 21963 MiB
2025/02/25 14:45:28.823, 41 %, 40 %, 23011 MiB
2025/02/25 14:45:28.824, 37 %, 36 %, 21963 MiB
2025/02/25 14:45:29.825, 37 %, 36 %, 23011 MiB
2025/02/25 14:45:29.826, 40 %, 39 %, 21963 MiB
2025/02/25 14:45:30.826, 35 %, 34 %, 23011 MiB
2025/02/25 14:45:30.827, 38 %, 37 %, 21963 MiB
2025/02/25 14:45:31.828, 41 %, 40 %, 23011 MiB
2025/02/25 14:45:31.828, 37 %, 37 %, 21963 MiB
2025/02/25 14:45:32.829, 37 %, 37 %, 23011 MiB
2025/02/25 14:45:32.830, 42 %, 41 %, 21963 MiB
2025/02/25 14:45:33.830, 33 %, 32 %, 23011 MiB
2025/02/25 14:45:33.831, 40 %, 40 %, 21963 MiB
2025/02/25 14:45:34.832, 40 %, 40 %, 23011 MiB
2025/02/25 14:45:34.833, 40 %, 40 %, 21963 MiB
2025/02/25 14:45:35.833, 45 %, 44 %, 23011 MiB
2025/02/25 14:45:35.834, 38 %, 38 %, 21963 MiB
2025/02/25 14:45:36.835, 46 %, 46 %, 23011 MiB
2025/02/25 14:45:36.836, 46 %, 47 %, 21963 MiB
2025/02/25 14:45:37.836, 45 %, 45 %, 23011 MiB
2025/02/25 14:45:37.837, 40 %, 40 %, 21963 MiB
2025/02/25 14:45:38.838, 45 %, 45 %, 23011 MiB
2025/02/25 14:45:38.838, 48 %, 48 %, 21963 MiB
2025/02/25 14:45:39.839, 44 %, 45 %, 23011 MiB
2025/02/25 14:45:39.840, 43 %, 43 %, 21963 MiB
2025/02/25 14:45:40.841, 46 %, 46 %, 23011 MiB
2025/02/25 14:45:40.841, 42 %, 43 %, 21963 MiB
2025/02/25 14:45:41.842, 41 %, 41 %, 23011 MiB
2025/02/25 14:45:41.843, 49 %, 50 %, 21963 MiB
2025/02/25 14:45:42.844, 42 %, 42 %, 23011 MiB
2025/02/25 14:45:42.845, 48 %, 49 %, 21963 MiB
2025/02/25 14:45:43.845, 49 %, 50 %, 23011 MiB
2025/02/25 14:45:43.846, 43 %, 43 %, 21963 MiB
2025/02/25 14:45:44.846, 43 %, 44 %, 23011 MiB
2025/02/25 14:45:44.847, 46 %, 47 %, 21963 MiB
2025/02/25 14:45:45.848, 48 %, 49 %, 23011 MiB
2025/02/25 14:45:45.853, 49 %, 50 %, 21963 MiB
2025/02/25 14:45:46.854, 43 %, 43 %, 23011 MiB
2025/02/25 14:45:46.854, 44 %, 45 %, 21963 MiB
2025/02/25 14:45:47.855, 44 %, 45 %, 23011 MiB
2025/02/25 14:45:47.855, 48 %, 49 %, 21963 MiB
2025/02/25 14:45:48.856, 26 %, 24 %, 23011 MiB
2025/02/25 14:45:48.857, 28 %, 26 %, 21963 MiB
2025/02/25 14:45:49.858, 27 %, 24 %, 23011 MiB
2025/02/25 14:45:49.859, 27 %, 25 %, 21963 MiB
2025/02/25 14:45:50.860, 32 %, 29 %, 23011 MiB
2025/02/25 14:45:50.861, 31 %, 28 %, 21963 MiB
2025/02/25 14:45:51.861, 28 %, 25 %, 23011 MiB
2025/02/25 14:45:51.862, 29 %, 26 %, 21963 MiB
2025/02/25 14:45:52.863, 32 %, 28 %, 23011 MiB
2025/02/25 14:45:52.863, 34 %, 30 %, 21963 MiB
2025/02/25 14:45:53.864, 29 %, 26 %, 23011 MiB
2025/02/25 14:45:53.865, 29 %, 27 %, 21963 MiB
2025/02/25 14:45:54.865, 32 %, 29 %, 23011 MiB
2025/02/25 14:45:54.866, 31 %, 29 %, 21963 MiB
2025/02/25 14:45:55.867, 31 %, 28 %, 23011 MiB
2025/02/25 14:45:55.868, 32 %, 29 %, 21963 MiB
2025/02/25 14:45:56.869, 31 %, 28 %, 23011 MiB
2025/02/25 14:45:56.869, 33 %, 31 %, 21963 MiB
2025/02/25 14:45:57.870, 31 %, 28 %, 23011 MiB
2025/02/25 14:45:57.871, 31 %, 29 %, 21963 MiB
2025/02/25 14:45:58.871, 30 %, 28 %, 23011 MiB
2025/02/25 14:45:58.872, 32 %, 30 %, 21963 MiB
2025/02/25 14:45:59.873, 37 %, 35 %, 23011 MiB
2025/02/25 14:45:59.874, 37 %, 34 %, 21963 MiB
2025/02/25 14:46:00.875, 35 %, 33 %, 23011 MiB
2025/02/25 14:46:00.875, 36 %, 34 %, 21963 MiB
2025/02/25 14:46:01.876, 33 %, 30 %, 23011 MiB
2025/02/25 14:46:01.877, 33 %, 31 %, 21963 MiB
2025/02/25 14:46:02.878, 32 %, 31 %, 23011 MiB
2025/02/25 14:46:02.878, 32 %, 30 %, 21963 MiB
2025/02/25 14:46:03.879, 35 %, 34 %, 23011 MiB
2025/02/25 14:46:03.879, 34 %, 33 %, 21963 MiB
2025/02/25 14:46:04.880, 37 %, 36 %, 23011 MiB
2025/02/25 14:46:04.881, 36 %, 35 %, 21963 MiB
2025/02/25 14:46:05.881, 36 %, 34 %, 23011 MiB
2025/02/25 14:46:05.883, 35 %, 34 %, 21963 MiB
2025/02/25 14:46:06.883, 33 %, 31 %, 23011 MiB
2025/02/25 14:46:06.884, 29 %, 29 %, 21963 MiB
2025/02/25 14:46:07.885, 37 %, 35 %, 23011 MiB
2025/02/25 14:46:07.885, 38 %, 37 %, 21963 MiB
2025/02/25 14:46:08.886, 43 %, 42 %, 23011 MiB
2025/02/25 14:46:08.887, 44 %, 43 %, 21963 MiB
2025/02/25 14:46:09.887, 42 %, 41 %, 23011 MiB
2025/02/25 14:46:09.888, 43 %, 43 %, 21963 MiB
2025/02/25 14:46:10.889, 36 %, 36 %, 23011 MiB
2025/02/25 14:46:10.890, 36 %, 36 %, 21963 MiB
2025/02/25 14:46:11.891, 44 %, 43 %, 23011 MiB
2025/02/25 14:46:11.891, 41 %, 41 %, 21963 MiB
2025/02/25 14:46:12.892, 37 %, 37 %, 23011 MiB
2025/02/25 14:46:12.893, 38 %, 38 %, 21963 MiB
2025/02/25 14:46:13.894, 40 %, 40 %, 23011 MiB
2025/02/25 14:46:13.894, 45 %, 45 %, 21963 MiB
2025/02/25 14:46:14.895, 43 %, 43 %, 23011 MiB
2025/02/25 14:46:14.896, 41 %, 42 %, 21963 MiB
2025/02/25 14:46:15.896, 42 %, 41 %, 23011 MiB
2025/02/25 14:46:15.897, 40 %, 40 %, 21963 MiB
2025/02/25 14:46:16.897, 42 %, 42 %, 23011 MiB
2025/02/25 14:46:16.898, 44 %, 44 %, 21963 MiB
2025/02/25 14:46:17.899, 41 %, 41 %, 23011 MiB
2025/02/25 14:46:17.900, 40 %, 41 %, 21963 MiB
2025/02/25 14:46:18.901, 41 %, 41 %, 23011 MiB
2025/02/25 14:46:18.902, 41 %, 41 %, 21963 MiB
2025/02/25 14:46:19.902, 44 %, 45 %, 23011 MiB
2025/02/25 14:46:19.903, 42 %, 43 %, 21963 MiB
2025/02/25 14:46:20.904, 40 %, 40 %, 23011 MiB
2025/02/25 14:46:20.904, 42 %, 42 %, 21963 MiB
2025/02/25 14:46:21.905, 42 %, 42 %, 23011 MiB
2025/02/25 14:46:21.906, 44 %, 45 %, 21963 MiB
2025/02/25 14:46:22.906, 45 %, 45 %, 23011 MiB
2025/02/25 14:46:22.907, 43 %, 44 %, 21963 MiB
2025/02/25 14:46:23.908, 49 %, 49 %, 23011 MiB
2025/02/25 14:46:23.909, 46 %, 47 %, 21963 MiB
2025/02/25 14:46:24.909, 43 %, 44 %, 23011 MiB
2025/02/25 14:46:24.910, 44 %, 45 %, 21963 MiB
2025/02/25 14:46:25.911, 44 %, 44 %, 23011 MiB
2025/02/25 14:46:25.911, 44 %, 45 %, 21963 MiB
2025/02/25 14:46:26.912, 46 %, 47 %, 23011 MiB
2025/02/25 14:46:26.913, 45 %, 46 %, 21963 MiB
2025/02/25 14:46:27.913, 45 %, 45 %, 23011 MiB
2025/02/25 14:46:27.914, 45 %, 46 %, 21963 MiB
2025/02/25 14:46:28.915, 29 %, 26 %, 23011 MiB
2025/02/25 14:46:28.916, 28 %, 26 %, 21963 MiB
2025/02/25 14:46:29.917, 27 %, 24 %, 23011 MiB
2025/02/25 14:46:29.918, 28 %, 26 %, 21963 MiB
2025/02/25 14:46:30.918, 30 %, 26 %, 23011 MiB
2025/02/25 14:46:30.919, 31 %, 28 %, 21963 MiB
2025/02/25 14:46:31.920, 28 %, 24 %, 23011 MiB
2025/02/25 14:46:31.920, 29 %, 26 %, 21963 MiB
2025/02/25 14:46:32.921, 35 %, 31 %, 23011 MiB
2025/02/25 14:46:32.922, 35 %, 31 %, 21963 MiB
2025/02/25 14:46:33.922, 29 %, 26 %, 23011 MiB
2025/02/25 14:46:33.923, 31 %, 28 %, 21963 MiB
2025/02/25 14:46:34.924, 29 %, 27 %, 23011 MiB
2025/02/25 14:46:34.925, 29 %, 26 %, 21963 MiB
2025/02/25 14:46:35.925, 30 %, 28 %, 23011 MiB
2025/02/25 14:46:35.926, 31 %, 28 %, 21963 MiB
2025/02/25 14:46:36.927, 33 %, 30 %, 23011 MiB
2025/02/25 14:46:36.927, 31 %, 29 %, 21963 MiB
2025/02/25 14:46:37.928, 31 %, 29 %, 23011 MiB
2025/02/25 14:46:37.929, 32 %, 29 %, 21963 MiB
2025/02/25 14:46:38.929, 31 %, 29 %, 23011 MiB
2025/02/25 14:46:38.930, 32 %, 30 %, 21963 MiB
2025/02/25 14:46:39.931, 33 %, 30 %, 23011 MiB
2025/02/25 14:46:39.932, 33 %, 31 %, 21963 MiB
2025/02/25 14:46:40.933, 32 %, 30 %, 23011 MiB
2025/02/25 14:46:40.934, 33 %, 31 %, 21963 MiB
2025/02/25 14:46:41.934, 34 %, 32 %, 23011 MiB
2025/02/25 14:46:41.935, 33 %, 32 %, 21963 MiB
2025/02/25 14:46:42.936, 33 %, 31 %, 23011 MiB
2025/02/25 14:46:42.936, 35 %, 33 %, 21963 MiB
2025/02/25 14:46:43.937, 34 %, 32 %, 23011 MiB
2025/02/25 14:46:43.938, 34 %, 33 %, 21963 MiB
2025/02/25 14:46:44.939, 34 %, 32 %, 23011 MiB
2025/02/25 14:46:44.939, 35 %, 34 %, 21963 MiB
2025/02/25 14:46:45.940, 35 %, 33 %, 23011 MiB
2025/02/25 14:46:45.941, 36 %, 35 %, 21963 MiB
2025/02/25 14:46:46.942, 36 %, 34 %, 23011 MiB
2025/02/25 14:46:46.943, 37 %, 35 %, 21963 MiB
2025/02/25 14:46:47.943, 32 %, 31 %, 23011 MiB
2025/02/25 14:46:47.944, 33 %, 32 %, 21963 MiB
2025/02/25 14:46:48.945, 41 %, 39 %, 23011 MiB
2025/02/25 14:46:48.945, 39 %, 38 %, 21963 MiB
2025/02/25 14:46:49.946, 37 %, 36 %, 23011 MiB
2025/02/25 14:46:49.947, 37 %, 36 %, 21963 MiB
2025/02/25 14:46:50.948, 34 %, 33 %, 23011 MiB
2025/02/25 14:46:50.949, 34 %, 33 %, 21963 MiB
2025/02/25 14:46:51.949, 38 %, 37 %, 23011 MiB
2025/02/25 14:46:51.950, 39 %, 38 %, 21963 MiB
2025/02/25 14:46:52.951, 40 %, 39 %, 23011 MiB
2025/02/25 14:46:52.952, 39 %, 38 %, 21963 MiB
2025/02/25 14:46:53.952, 34 %, 33 %, 23011 MiB
2025/02/25 14:46:53.953, 39 %, 38 %, 21963 MiB
2025/02/25 14:46:54.953, 38 %, 37 %, 23011 MiB
2025/02/25 14:46:54.954, 34 %, 33 %, 21963 MiB
2025/02/25 14:46:55.955, 39 %, 38 %, 23011 MiB
2025/02/25 14:46:55.956, 38 %, 37 %, 21963 MiB
2025/02/25 14:46:56.957, 40 %, 39 %, 23011 MiB
2025/02/25 14:46:56.958, 39 %, 38 %, 21963 MiB
2025/02/25 14:46:57.959, 40 %, 39 %, 23011 MiB
2025/02/25 14:46:57.959, 39 %, 40 %, 21963 MiB
2025/02/25 14:46:58.960, 40 %, 40 %, 23011 MiB
2025/02/25 14:46:58.961, 38 %, 38 %, 21963 MiB
2025/02/25 14:46:59.961, 43 %, 43 %, 23011 MiB
2025/02/25 14:46:59.962, 41 %, 42 %, 21963 MiB
2025/02/25 14:47:00.963, 41 %, 41 %, 23011 MiB
2025/02/25 14:47:00.964, 42 %, 42 %, 21963 MiB
2025/02/25 14:47:01.964, 42 %, 42 %, 23011 MiB
2025/02/25 14:47:01.965, 42 %, 43 %, 21963 MiB
2025/02/25 14:47:02.966, 43 %, 43 %, 23011 MiB
2025/02/25 14:47:02.967, 43 %, 43 %, 21963 MiB
2025/02/25 14:47:03.968, 42 %, 42 %, 23011 MiB
2025/02/25 14:47:03.968, 43 %, 44 %, 21963 MiB
2025/02/25 14:47:04.969, 39 %, 40 %, 23011 MiB
2025/02/25 14:47:04.970, 41 %, 41 %, 21963 MiB
2025/02/25 14:47:05.970, 42 %, 43 %, 23011 MiB
2025/02/25 14:47:05.971, 44 %, 45 %, 21963 MiB
2025/02/25 14:47:06.977, 44 %, 45 %, 23011 MiB
2025/02/25 14:47:06.977, 45 %, 45 %, 21963 MiB
2025/02/25 14:47:07.979, 44 %, 45 %, 23011 MiB
2025/02/25 14:47:07.980, 48 %, 49 %, 21963 MiB
2025/02/25 14:47:08.980, 42 %, 42 %, 23011 MiB
2025/02/25 14:47:08.981, 45 %, 46 %, 21963 MiB
2025/02/25 14:47:09.982, 27 %, 24 %, 23011 MiB
2025/02/25 14:47:09.983, 26 %, 24 %, 21963 MiB
2025/02/25 14:47:10.983, 26 %, 24 %, 23011 MiB
2025/02/25 14:47:10.985, 27 %, 25 %, 21963 MiB
2025/02/25 14:47:11.985, 25 %, 22 %, 23011 MiB
2025/02/25 14:47:11.986, 27 %, 24 %, 21963 MiB
2025/02/25 14:47:12.986, 29 %, 25 %, 23011 MiB
2025/02/25 14:47:12.987, 28 %, 25 %, 21963 MiB
2025/02/25 14:47:13.987, 28 %, 24 %, 23011 MiB
2025/02/25 14:47:13.988, 29 %, 26 %, 21963 MiB
2025/02/25 14:47:14.989, 30 %, 27 %, 23011 MiB
2025/02/25 14:47:14.989, 29 %, 26 %, 21963 MiB
2025/02/25 14:47:15.990, 29 %, 26 %, 23011 MiB
2025/02/25 14:47:15.991, 32 %, 29 %, 21963 MiB
2025/02/25 14:47:16.993, 29 %, 26 %, 23011 MiB
2025/02/25 14:47:16.994, 32 %, 29 %, 21963 MiB
2025/02/25 14:47:17.995, 32 %, 28 %, 23011 MiB
2025/02/25 14:47:17.996, 31 %, 28 %, 21963 MiB
2025/02/25 14:47:18.998, 32 %, 29 %, 23011 MiB
2025/02/25 14:47:18.999, 32 %, 30 %, 21963 MiB
2025/02/25 14:47:20.000, 34 %, 31 %, 23011 MiB
2025/02/25 14:47:20.001, 32 %, 30 %, 21963 MiB
2025/02/25 14:47:21.003, 36 %, 33 %, 23011 MiB
2025/02/25 14:47:21.004, 32 %, 30 %, 21963 MiB
2025/02/25 14:47:22.005, 33 %, 30 %, 23011 MiB
2025/02/25 14:47:22.006, 34 %, 32 %, 21963 MiB
2025/02/25 14:47:23.008, 37 %, 35 %, 23011 MiB
2025/02/25 14:47:23.008, 34 %, 31 %, 21963 MiB
2025/02/25 14:47:24.009, 33 %, 30 %, 23011 MiB
2025/02/25 14:47:24.010, 33 %, 31 %, 21963 MiB
2025/02/25 14:47:25.011, 35 %, 33 %, 23011 MiB
2025/02/25 14:47:25.011, 32 %, 30 %, 21963 MiB
2025/02/25 14:47:26.013, 32 %, 31 %, 23011 MiB
2025/02/25 14:47:26.014, 31 %, 30 %, 21963 MiB
2025/02/25 14:47:27.015, 34 %, 33 %, 23011 MiB
2025/02/25 14:47:27.015, 35 %, 34 %, 21963 MiB
2025/02/25 14:47:28.016, 31 %, 30 %, 23011 MiB
2025/02/25 14:47:28.017, 34 %, 32 %, 21963 MiB
2025/02/25 14:47:29.019, 32 %, 31 %, 23011 MiB
2025/02/25 14:47:29.026, 29 %, 28 %, 21963 MiB
2025/02/25 14:47:30.028, 28 %, 27 %, 23011 MiB
2025/02/25 14:47:30.029, 29 %, 28 %, 21963 MiB
2025/02/25 14:47:31.031, 29 %, 28 %, 23011 MiB
2025/02/25 14:47:31.031, 35 %, 34 %, 21963 MiB
2025/02/25 14:47:32.033, 33 %, 31 %, 23011 MiB
2025/02/25 14:47:32.033, 30 %, 29 %, 21963 MiB
2025/02/25 14:47:33.035, 31 %, 30 %, 23011 MiB
2025/02/25 14:47:33.036, 34 %, 34 %, 21963 MiB
2025/02/25 14:47:34.037, 36 %, 35 %, 23011 MiB
2025/02/25 14:47:34.038, 38 %, 37 %, 21963 MiB
2025/02/25 14:47:35.039, 34 %, 33 %, 23011 MiB
2025/02/25 14:47:35.040, 34 %, 33 %, 21963 MiB
2025/02/25 14:47:36.041, 32 %, 31 %, 23011 MiB
2025/02/25 14:47:36.041, 34 %, 33 %, 21963 MiB
2025/02/25 14:47:37.042, 37 %, 36 %, 23011 MiB
2025/02/25 14:47:37.043, 35 %, 35 %, 21963 MiB
2025/02/25 14:47:38.044, 39 %, 38 %, 23011 MiB
2025/02/25 14:47:38.044, 36 %, 35 %, 21963 MiB
2025/02/25 14:47:39.045, 38 %, 37 %, 23011 MiB
2025/02/25 14:47:39.046, 39 %, 38 %, 21963 MiB
2025/02/25 14:47:40.047, 33 %, 32 %, 23011 MiB
2025/02/25 14:47:40.047, 36 %, 35 %, 21963 MiB
2025/02/25 14:47:41.049, 36 %, 35 %, 23011 MiB
2025/02/25 14:47:41.049, 35 %, 35 %, 21963 MiB
2025/02/25 14:47:42.050, 35 %, 34 %, 23011 MiB
2025/02/25 14:47:42.051, 41 %, 41 %, 21963 MiB
2025/02/25 14:47:43.051, 39 %, 39 %, 23011 MiB
2025/02/25 14:47:43.052, 39 %, 39 %, 21963 MiB
2025/02/25 14:47:44.052, 40 %, 39 %, 23011 MiB
2025/02/25 14:47:44.054, 40 %, 41 %, 21963 MiB
2025/02/25 14:47:45.055, 42 %, 41 %, 23011 MiB
2025/02/25 14:47:45.056, 38 %, 38 %, 21963 MiB
2025/02/25 14:47:46.058, 38 %, 39 %, 23011 MiB
2025/02/25 14:47:46.059, 42 %, 43 %, 21963 MiB
2025/02/25 14:47:47.059, 36 %, 36 %, 23011 MiB
2025/02/25 14:47:47.060, 43 %, 43 %, 21963 MiB
2025/02/25 14:47:48.061, 42 %, 42 %, 23011 MiB
2025/02/25 14:47:48.061, 36 %, 37 %, 21963 MiB
2025/02/25 14:47:49.063, 38 %, 38 %, 23011 MiB
2025/02/25 14:47:49.064, 35 %, 35 %, 21963 MiB
2025/02/25 14:47:50.065, 38 %, 39 %, 23011 MiB
2025/02/25 14:47:50.066, 35 %, 36 %, 21963 MiB
2025/02/25 14:47:51.066, 35 %, 35 %, 23011 MiB
2025/02/25 14:47:51.067, 41 %, 42 %, 21963 MiB
2025/02/25 14:47:52.067, 40 %, 41 %, 23011 MiB
2025/02/25 14:47:52.068, 36 %, 37 %, 21963 MiB
2025/02/25 14:47:53.069, 25 %, 23 %, 23011 MiB
2025/02/25 14:47:53.069, 23 %, 21 %, 21963 MiB
2025/02/25 14:47:54.070, 26 %, 24 %, 23011 MiB
2025/02/25 14:47:54.071, 24 %, 23 %, 21963 MiB
2025/02/25 14:47:55.073, 28 %, 24 %, 23011 MiB
2025/02/25 14:47:55.074, 28 %, 25 %, 21963 MiB
2025/02/25 14:47:56.075, 26 %, 23 %, 23011 MiB
2025/02/25 14:47:56.076, 26 %, 24 %, 21963 MiB
2025/02/25 14:47:57.077, 27 %, 23 %, 23011 MiB
2025/02/25 14:47:57.077, 26 %, 23 %, 21963 MiB
2025/02/25 14:47:58.078, 28 %, 25 %, 23011 MiB
2025/02/25 14:47:58.078, 24 %, 22 %, 21963 MiB
2025/02/25 14:47:59.079, 28 %, 25 %, 23011 MiB
2025/02/25 14:47:59.080, 25 %, 23 %, 21963 MiB
2025/02/25 14:48:00.081, 25 %, 22 %, 23011 MiB
2025/02/25 14:48:00.082, 28 %, 25 %, 21963 MiB
2025/02/25 14:48:01.082, 26 %, 23 %, 23011 MiB
2025/02/25 14:48:01.083, 27 %, 24 %, 21963 MiB
2025/02/25 14:48:02.084, 26 %, 24 %, 23011 MiB
2025/02/25 14:48:02.084, 29 %, 27 %, 21963 MiB
2025/02/25 14:48:03.085, 29 %, 26 %, 23011 MiB
2025/02/25 14:48:03.086, 31 %, 29 %, 21963 MiB
2025/02/25 14:48:04.086, 31 %, 29 %, 23011 MiB
2025/02/25 14:48:04.087, 32 %, 30 %, 21963 MiB
2025/02/25 14:48:05.089, 29 %, 27 %, 23011 MiB
2025/02/25 14:48:05.090, 26 %, 24 %, 21963 MiB
2025/02/25 14:48:06.090, 26 %, 24 %, 23011 MiB
2025/02/25 14:48:06.091, 29 %, 27 %, 21963 MiB
2025/02/25 14:48:07.092, 29 %, 27 %, 23011 MiB
2025/02/25 14:48:07.092, 30 %, 28 %, 21963 MiB
2025/02/25 14:48:08.093, 30 %, 28 %, 23011 MiB
2025/02/25 14:48:08.094, 33 %, 31 %, 21963 MiB
2025/02/25 14:48:09.094, 26 %, 24 %, 23011 MiB
2025/02/25 14:48:09.095, 22 %, 21 %, 21963 MiB
2025/02/25 14:48:10.096, 23 %, 22 %, 23011 MiB
2025/02/25 14:48:10.097, 23 %, 22 %, 21963 MiB
2025/02/25 14:48:11.098, 21 %, 20 %, 23011 MiB
2025/02/25 14:48:11.098, 27 %, 26 %, 21963 MiB
2025/02/25 14:48:12.099, 30 %, 28 %, 23011 MiB
2025/02/25 14:48:12.100, 31 %, 29 %, 21963 MiB
2025/02/25 14:48:13.101, 29 %, 28 %, 23011 MiB
2025/02/25 14:48:13.101, 33 %, 32 %, 21963 MiB
2025/02/25 14:48:14.102, 35 %, 34 %, 23011 MiB
2025/02/25 14:48:14.103, 29 %, 28 %, 21963 MiB
2025/02/25 14:48:15.103, 36 %, 34 %, 23011 MiB
2025/02/25 14:48:15.104, 29 %, 28 %, 21963 MiB
2025/02/25 14:48:16.105, 36 %, 35 %, 23011 MiB
2025/02/25 14:48:16.106, 34 %, 33 %, 21963 MiB
2025/02/25 14:48:17.106, 37 %, 36 %, 23011 MiB
2025/02/25 14:48:17.107, 36 %, 35 %, 21963 MiB
2025/02/25 14:48:18.108, 32 %, 31 %, 23011 MiB
2025/02/25 14:48:18.109, 36 %, 35 %, 21963 MiB
2025/02/25 14:48:19.109, 31 %, 30 %, 23011 MiB
2025/02/25 14:48:19.110, 35 %, 34 %, 21963 MiB
2025/02/25 14:48:20.111, 36 %, 35 %, 23011 MiB
2025/02/25 14:48:20.111, 38 %, 37 %, 21963 MiB
2025/02/25 14:48:21.112, 38 %, 37 %, 23011 MiB
2025/02/25 14:48:21.113, 37 %, 37 %, 21963 MiB
2025/02/25 14:48:22.114, 40 %, 40 %, 23011 MiB
2025/02/25 14:48:22.114, 40 %, 40 %, 21963 MiB
2025/02/25 14:48:23.115, 39 %, 39 %, 23011 MiB
2025/02/25 14:48:23.116, 37 %, 37 %, 21963 MiB
2025/02/25 14:48:24.117, 34 %, 33 %, 23011 MiB
2025/02/25 14:48:24.118, 40 %, 40 %, 21963 MiB
2025/02/25 14:48:25.118, 35 %, 35 %, 23011 MiB
2025/02/25 14:48:25.119, 37 %, 37 %, 21963 MiB
2025/02/25 14:48:26.120, 41 %, 40 %, 23011 MiB
2025/02/25 14:48:26.120, 39 %, 39 %, 21963 MiB
2025/02/25 14:48:27.121, 36 %, 36 %, 23011 MiB
2025/02/25 14:48:27.121, 41 %, 41 %, 21963 MiB
2025/02/25 14:48:28.122, 37 %, 37 %, 23011 MiB
2025/02/25 14:48:28.123, 41 %, 42 %, 21963 MiB
2025/02/25 14:48:29.124, 43 %, 43 %, 23011 MiB
2025/02/25 14:48:29.125, 43 %, 44 %, 21963 MiB
2025/02/25 14:48:30.125, 36 %, 36 %, 23011 MiB
2025/02/25 14:48:30.126, 40 %, 41 %, 21963 MiB
2025/02/25 14:48:31.127, 46 %, 46 %, 23011 MiB
2025/02/25 14:48:31.128, 43 %, 44 %, 21963 MiB
2025/02/25 14:48:32.128, 35 %, 35 %, 23011 MiB
