timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/02/25 13:40:26.663, 48 %, 51 %, 21963 MiB
2025/02/25 13:40:27.664, 48 %, 50 %, 23011 MiB
2025/02/25 13:40:27.664, 49 %, 51 %, 21963 MiB
2025/02/25 13:40:28.665, 46 %, 48 %, 23011 MiB
2025/02/25 13:40:28.666, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:29.666, 49 %, 51 %, 23011 MiB
2025/02/25 13:40:29.667, 48 %, 51 %, 21963 MiB
2025/02/25 13:40:30.668, 46 %, 47 %, 23011 MiB
2025/02/25 13:40:30.668, 49 %, 52 %, 21963 MiB
2025/02/25 13:40:31.669, 46 %, 48 %, 23011 MiB
2025/02/25 13:40:31.670, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:32.670, 50 %, 52 %, 23011 MiB
2025/02/25 13:40:32.671, 45 %, 47 %, 21963 MiB
2025/02/25 13:40:33.672, 50 %, 51 %, 23011 MiB
2025/02/25 13:40:33.673, 45 %, 47 %, 21963 MiB
2025/02/25 13:40:34.673, 43 %, 45 %, 23011 MiB
2025/02/25 13:40:34.674, 50 %, 52 %, 21963 MiB
2025/02/25 13:40:35.674, 50 %, 53 %, 23011 MiB
2025/02/25 13:40:35.680, 51 %, 53 %, 21963 MiB
2025/02/25 13:40:36.681, 50 %, 52 %, 23011 MiB
2025/02/25 13:40:36.682, 46 %, 49 %, 21963 MiB
2025/02/25 13:40:37.683, 44 %, 45 %, 23011 MiB
2025/02/25 13:40:37.684, 45 %, 48 %, 21963 MiB
2025/02/25 13:40:38.684, 51 %, 54 %, 23011 MiB
2025/02/25 13:40:38.685, 51 %, 54 %, 21963 MiB
2025/02/25 13:40:39.685, 43 %, 45 %, 23011 MiB
2025/02/25 13:40:39.686, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:40.687, 49 %, 51 %, 23011 MiB
2025/02/25 13:40:40.687, 45 %, 47 %, 21963 MiB
2025/02/25 13:40:41.688, 52 %, 54 %, 23011 MiB
2025/02/25 13:40:41.688, 51 %, 54 %, 21963 MiB
2025/02/25 13:40:42.689, 49 %, 51 %, 23011 MiB
2025/02/25 13:40:42.690, 53 %, 55 %, 21963 MiB
2025/02/25 13:40:43.690, 47 %, 49 %, 23011 MiB
2025/02/25 13:40:43.691, 50 %, 53 %, 21963 MiB
2025/02/25 13:40:44.691, 46 %, 48 %, 23011 MiB
2025/02/25 13:40:44.692, 50 %, 52 %, 21963 MiB
2025/02/25 13:40:45.692, 48 %, 51 %, 23011 MiB
2025/02/25 13:40:45.694, 52 %, 54 %, 21963 MiB
2025/02/25 13:40:46.694, 53 %, 56 %, 23011 MiB
2025/02/25 13:40:46.695, 52 %, 55 %, 21963 MiB
2025/02/25 13:40:47.696, 74 %, 48 %, 23011 MiB
2025/02/25 13:40:47.697, 14 %, 5 %, 21963 MiB
2025/02/25 13:40:48.698, 45 %, 46 %, 23011 MiB
2025/02/25 13:40:48.699, 47 %, 48 %, 21963 MiB
2025/02/25 13:40:49.700, 45 %, 46 %, 23011 MiB
2025/02/25 13:40:49.700, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:50.701, 48 %, 49 %, 23011 MiB
2025/02/25 13:40:50.702, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:51.702, 46 %, 46 %, 23011 MiB
2025/02/25 13:40:51.703, 48 %, 50 %, 21963 MiB
2025/02/25 13:40:52.704, 43 %, 44 %, 23011 MiB
2025/02/25 13:40:52.704, 47 %, 48 %, 21963 MiB
2025/02/25 13:40:53.705, 44 %, 45 %, 23011 MiB
2025/02/25 13:40:53.705, 49 %, 51 %, 21963 MiB
2025/02/25 13:40:54.706, 46 %, 48 %, 23011 MiB
2025/02/25 13:40:54.707, 50 %, 51 %, 21963 MiB
2025/02/25 13:40:55.707, 48 %, 49 %, 23011 MiB
2025/02/25 13:40:55.708, 44 %, 45 %, 21963 MiB
2025/02/25 13:40:56.708, 49 %, 50 %, 23011 MiB
2025/02/25 13:40:56.710, 49 %, 50 %, 21963 MiB
2025/02/25 13:40:57.710, 44 %, 45 %, 23011 MiB
2025/02/25 13:40:57.711, 51 %, 52 %, 21963 MiB
2025/02/25 13:40:58.712, 43 %, 44 %, 23011 MiB
2025/02/25 13:40:58.713, 50 %, 51 %, 21963 MiB
2025/02/25 13:40:59.714, 45 %, 46 %, 23011 MiB
2025/02/25 13:40:59.715, 52 %, 53 %, 21963 MiB
2025/02/25 13:41:00.716, 51 %, 53 %, 23011 MiB
2025/02/25 13:41:00.716, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:01.717, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:01.718, 45 %, 46 %, 21963 MiB
2025/02/25 13:41:02.719, 50 %, 52 %, 23011 MiB
2025/02/25 13:41:02.719, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:03.720, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:03.721, 52 %, 53 %, 21963 MiB
2025/02/25 13:41:04.721, 44 %, 45 %, 23011 MiB
2025/02/25 13:41:04.722, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:05.723, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:05.723, 52 %, 54 %, 21963 MiB
2025/02/25 13:41:06.724, 51 %, 53 %, 23011 MiB
2025/02/25 13:41:06.725, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:07.725, 44 %, 45 %, 23011 MiB
2025/02/25 13:41:07.726, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:08.726, 51 %, 52 %, 23011 MiB
2025/02/25 13:41:08.727, 46 %, 48 %, 21963 MiB
2025/02/25 13:41:09.728, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:09.729, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:10.729, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:10.730, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:11.731, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:11.732, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:12.733, 46 %, 47 %, 23011 MiB
2025/02/25 13:41:12.734, 49 %, 52 %, 21963 MiB
2025/02/25 13:41:13.735, 49 %, 51 %, 23011 MiB
2025/02/25 13:41:13.735, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:14.736, 48 %, 49 %, 23011 MiB
2025/02/25 13:41:14.737, 46 %, 48 %, 21963 MiB
2025/02/25 13:41:15.737, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:15.738, 49 %, 50 %, 21963 MiB
2025/02/25 13:41:16.739, 47 %, 48 %, 23011 MiB
2025/02/25 13:41:16.739, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:17.740, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:17.741, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:18.741, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:18.742, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:19.743, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:19.744, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:20.744, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:20.745, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:21.746, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:21.747, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:22.748, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:22.749, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:23.749, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:23.750, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:24.751, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:24.752, 46 %, 48 %, 21963 MiB
2025/02/25 13:41:25.753, 49 %, 51 %, 23011 MiB
2025/02/25 13:41:25.753, 49 %, 52 %, 21963 MiB
2025/02/25 13:41:26.754, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:26.755, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:27.755, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:27.756, 45 %, 47 %, 21963 MiB
2025/02/25 13:41:28.757, 44 %, 46 %, 23011 MiB
2025/02/25 13:41:28.757, 45 %, 47 %, 21963 MiB
2025/02/25 13:41:29.758, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:29.759, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:30.759, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:30.760, 51 %, 53 %, 21963 MiB
2025/02/25 13:41:31.761, 51 %, 53 %, 23011 MiB
2025/02/25 13:41:31.762, 51 %, 53 %, 21963 MiB
2025/02/25 13:41:32.763, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:32.764, 44 %, 46 %, 21963 MiB
2025/02/25 13:41:33.765, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:33.765, 51 %, 53 %, 21963 MiB
2025/02/25 13:41:34.766, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:34.767, 44 %, 46 %, 21963 MiB
2025/02/25 13:41:35.768, 52 %, 54 %, 23011 MiB
2025/02/25 13:41:35.769, 51 %, 53 %, 21963 MiB
2025/02/25 13:41:36.769, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:36.770, 51 %, 53 %, 21963 MiB
2025/02/25 13:41:37.771, 82 %, 47 %, 23011 MiB
2025/02/25 13:41:37.771, 6 %, 0 %, 21963 MiB
2025/02/25 13:41:38.772, 43 %, 43 %, 23011 MiB
2025/02/25 13:41:38.773, 52 %, 44 %, 21963 MiB
2025/02/25 13:41:39.773, 33 %, 33 %, 23011 MiB
2025/02/25 13:41:39.774, 35 %, 36 %, 21963 MiB
2025/02/25 13:41:40.775, 43 %, 45 %, 23011 MiB
2025/02/25 13:41:40.775, 44 %, 45 %, 21963 MiB
2025/02/25 13:41:41.776, 43 %, 45 %, 23011 MiB
2025/02/25 13:41:41.777, 40 %, 41 %, 21963 MiB
2025/02/25 13:41:42.777, 42 %, 43 %, 23011 MiB
2025/02/25 13:41:42.778, 40 %, 42 %, 21963 MiB
2025/02/25 13:41:43.779, 45 %, 47 %, 23011 MiB
2025/02/25 13:41:43.780, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:44.781, 45 %, 46 %, 23011 MiB
2025/02/25 13:41:44.782, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:45.783, 45 %, 47 %, 23011 MiB
2025/02/25 13:41:45.783, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:46.784, 45 %, 47 %, 23011 MiB
2025/02/25 13:41:46.785, 50 %, 52 %, 21963 MiB
2025/02/25 13:41:47.786, 49 %, 51 %, 23011 MiB
2025/02/25 13:41:47.786, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:48.787, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:48.788, 46 %, 48 %, 21963 MiB
2025/02/25 13:41:49.788, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:49.789, 49 %, 50 %, 21963 MiB
2025/02/25 13:41:50.790, 47 %, 48 %, 23011 MiB
2025/02/25 13:41:50.790, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:51.791, 47 %, 48 %, 23011 MiB
2025/02/25 13:41:51.792, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:52.792, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:52.793, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:53.793, 47 %, 49 %, 23011 MiB
2025/02/25 13:41:53.794, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:54.795, 48 %, 49 %, 23011 MiB
2025/02/25 13:41:54.796, 48 %, 50 %, 21963 MiB
2025/02/25 13:41:55.796, 48 %, 50 %, 23011 MiB
2025/02/25 13:41:55.797, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:56.798, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:56.799, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:57.800, 49 %, 50 %, 23011 MiB
2025/02/25 13:41:57.801, 47 %, 49 %, 21963 MiB
2025/02/25 13:41:58.802, 46 %, 48 %, 23011 MiB
2025/02/25 13:41:58.802, 49 %, 51 %, 21963 MiB
2025/02/25 13:41:59.803, 45 %, 47 %, 23011 MiB
2025/02/25 13:41:59.803, 46 %, 48 %, 21963 MiB
2025/02/25 13:42:00.804, 49 %, 51 %, 23011 MiB
2025/02/25 13:42:00.805, 45 %, 47 %, 21963 MiB
2025/02/25 13:42:01.805, 50 %, 52 %, 23011 MiB
2025/02/25 13:42:01.806, 49 %, 51 %, 21963 MiB
2025/02/25 13:42:02.806, 50 %, 52 %, 23011 MiB
2025/02/25 13:42:02.807, 48 %, 50 %, 21963 MiB
2025/02/25 13:42:03.808, 49 %, 51 %, 23011 MiB
2025/02/25 13:42:03.808, 45 %, 47 %, 21963 MiB
2025/02/25 13:42:04.809, 44 %, 46 %, 23011 MiB
2025/02/25 13:42:04.809, 45 %, 47 %, 21963 MiB
2025/02/25 13:42:05.810, 45 %, 47 %, 23011 MiB
2025/02/25 13:42:05.811, 49 %, 52 %, 21963 MiB
2025/02/25 13:42:06.811, 51 %, 53 %, 23011 MiB
2025/02/25 13:42:06.812, 50 %, 52 %, 21963 MiB
2025/02/25 13:42:07.813, 44 %, 45 %, 23011 MiB
2025/02/25 13:42:07.814, 44 %, 46 %, 21963 MiB
2025/02/25 13:42:08.814, 52 %, 54 %, 23011 MiB
2025/02/25 13:42:08.815, 44 %, 45 %, 21963 MiB
2025/02/25 13:42:09.820, 45 %, 47 %, 23011 MiB
2025/02/25 13:42:09.821, 50 %, 53 %, 21963 MiB
2025/02/25 13:42:10.822, 43 %, 44 %, 23011 MiB
2025/02/25 13:42:10.822, 53 %, 55 %, 21963 MiB
2025/02/25 13:42:11.823, 48 %, 50 %, 23011 MiB
2025/02/25 13:42:11.823, 48 %, 51 %, 21963 MiB
2025/02/25 13:42:12.824, 49 %, 51 %, 23011 MiB
2025/02/25 13:42:12.825, 47 %, 49 %, 21963 MiB
2025/02/25 13:42:13.825, 48 %, 51 %, 23011 MiB
2025/02/25 13:42:13.826, 48 %, 51 %, 21963 MiB
2025/02/25 13:42:14.826, 47 %, 49 %, 23011 MiB
2025/02/25 13:42:14.827, 50 %, 53 %, 21963 MiB
2025/02/25 13:42:15.827, 42 %, 44 %, 23011 MiB
2025/02/25 13:42:15.828, 54 %, 56 %, 21963 MiB
2025/02/25 13:42:16.828, 47 %, 49 %, 23011 MiB
2025/02/25 13:42:16.829, 46 %, 48 %, 21963 MiB
2025/02/25 13:42:17.830, 51 %, 53 %, 23011 MiB
2025/02/25 13:42:17.831, 47 %, 49 %, 21963 MiB
2025/02/25 13:42:18.832, 41 %, 43 %, 23011 MiB
2025/02/25 13:42:18.833, 51 %, 54 %, 21963 MiB
2025/02/25 13:42:19.834, 54 %, 56 %, 23011 MiB
2025/02/25 13:42:19.834, 45 %, 47 %, 21963 MiB
2025/02/25 13:42:20.835, 45 %, 47 %, 23011 MiB
2025/02/25 13:42:20.836, 46 %, 49 %, 21963 MiB
2025/02/25 13:42:21.836, 47 %, 49 %, 23011 MiB
2025/02/25 13:42:21.837, 53 %, 55 %, 21963 MiB
2025/02/25 13:42:22.838, 54 %, 57 %, 23011 MiB
2025/02/25 13:42:22.838, 46 %, 48 %, 21963 MiB
2025/02/25 13:42:23.839, 52 %, 54 %, 23011 MiB
2025/02/25 13:42:23.840, 43 %, 46 %, 21963 MiB
2025/02/25 13:42:24.840, 52 %, 54 %, 23011 MiB
2025/02/25 13:42:24.841, 43 %, 45 %, 21963 MiB
2025/02/25 13:42:25.842, 51 %, 53 %, 23011 MiB
2025/02/25 13:42:25.842, 43 %, 45 %, 21963 MiB
2025/02/25 13:42:26.843, 51 %, 54 %, 23011 MiB
2025/02/25 13:42:26.843, 43 %, 46 %, 21963 MiB
2025/02/25 13:42:27.844, 53 %, 56 %, 23011 MiB
2025/02/25 13:42:27.845, 47 %, 50 %, 21963 MiB
2025/02/25 13:42:28.845, 48 %, 50 %, 23011 MiB
2025/02/25 13:42:28.851, 51 %, 54 %, 21963 MiB
2025/02/25 13:42:29.852, 53 %, 56 %, 23011 MiB
2025/02/25 13:42:29.852, 53 %, 56 %, 21963 MiB
2025/02/25 13:42:30.853, 47 %, 49 %, 23011 MiB
2025/02/25 13:42:30.854, 44 %, 47 %, 21963 MiB
2025/02/25 13:42:31.854, 46 %, 48 %, 23011 MiB
2025/02/25 13:42:31.855, 49 %, 51 %, 21963 MiB
2025/02/25 13:42:32.856, 51 %, 54 %, 23011 MiB
2025/02/25 13:42:32.856, 49 %, 52 %, 21963 MiB
2025/02/25 13:42:33.857, 100 %, 68 %, 23011 MiB
2025/02/25 13:42:33.858, 8 %, 4 %, 21963 MiB
2025/02/25 13:42:34.858, 6 %, 0 %, 23011 MiB
2025/02/25 13:42:34.859, 99 %, 67 %, 21963 MiB
2025/02/25 13:42:35.859, 45 %, 46 %, 23011 MiB
2025/02/25 13:42:35.860, 47 %, 49 %, 21963 MiB
2025/02/25 13:42:36.860, 48 %, 49 %, 23011 MiB
2025/02/25 13:42:36.861, 46 %, 48 %, 21963 MiB
2025/02/25 13:42:37.862, 45 %, 46 %, 23011 MiB
2025/02/25 13:42:37.862, 48 %, 50 %, 21963 MiB
2025/02/25 13:42:38.863, 45 %, 46 %, 23011 MiB
2025/02/25 13:42:38.864, 47 %, 48 %, 21963 MiB
2025/02/25 13:42:39.864, 44 %, 45 %, 23011 MiB
2025/02/25 13:42:39.865, 48 %, 49 %, 21963 MiB
2025/02/25 13:42:40.866, 46 %, 47 %, 23011 MiB
2025/02/25 13:42:40.867, 50 %, 51 %, 21963 MiB
2025/02/25 13:42:41.868, 50 %, 51 %, 23011 MiB
2025/02/25 13:42:41.868, 44 %, 45 %, 21963 MiB
2025/02/25 13:42:42.869, 48 %, 50 %, 23011 MiB
2025/02/25 13:42:42.870, 49 %, 51 %, 21963 MiB
2025/02/25 13:42:43.871, 44 %, 45 %, 23011 MiB
2025/02/25 13:42:43.871, 51 %, 53 %, 21963 MiB
2025/02/25 13:42:44.872, 45 %, 46 %, 23011 MiB
2025/02/25 13:42:44.873, 51 %, 53 %, 21963 MiB
2025/02/25 13:42:45.873, 49 %, 51 %, 23011 MiB
2025/02/25 13:42:45.874, 49 %, 50 %, 21963 MiB
2025/02/25 13:42:46.874, 50 %, 51 %, 23011 MiB
2025/02/25 13:42:46.875, 44 %, 45 %, 21963 MiB
2025/02/25 13:42:47.875, 44 %, 45 %, 23011 MiB
2025/02/25 13:42:47.876, 50 %, 52 %, 21963 MiB
2025/02/25 13:42:48.877, 46 %, 48 %, 23011 MiB
2025/02/25 13:42:48.877, 43 %, 45 %, 21963 MiB
2025/02/25 13:42:49.878, 49 %, 50 %, 23011 MiB
2025/02/25 13:42:49.878, 43 %, 44 %, 21963 MiB
2025/02/25 13:42:50.879, 49 %, 50 %, 23011 MiB
2025/02/25 13:42:50.880, 43 %, 45 %, 21963 MiB
2025/02/25 13:42:51.880, 48 %, 49 %, 23011 MiB
2025/02/25 13:42:51.881, 43 %, 45 %, 21963 MiB
2025/02/25 13:42:52.882, 43 %, 45 %, 23011 MiB
2025/02/25 13:42:52.883, 46 %, 48 %, 21963 MiB
2025/02/25 13:42:53.884, 48 %, 49 %, 23011 MiB
2025/02/25 13:42:53.885, 51 %, 53 %, 21963 MiB
2025/02/25 13:42:54.885, 47 %, 48 %, 23011 MiB
2025/02/25 13:42:54.886, 44 %, 46 %, 21963 MiB
2025/02/25 13:42:55.887, 50 %, 52 %, 23011 MiB
2025/02/25 13:42:55.888, 47 %, 49 %, 21963 MiB
2025/02/25 13:42:56.888, 49 %, 50 %, 23011 MiB
2025/02/25 13:42:56.889, 50 %, 52 %, 21963 MiB
2025/02/25 13:42:57.889, 48 %, 50 %, 23011 MiB
2025/02/25 13:42:57.890, 50 %, 52 %, 21963 MiB
2025/02/25 13:42:58.891, 49 %, 51 %, 23011 MiB
2025/02/25 13:42:58.891, 50 %, 52 %, 21963 MiB
2025/02/25 13:42:59.892, 47 %, 49 %, 23011 MiB
2025/02/25 13:42:59.893, 46 %, 48 %, 21963 MiB
2025/02/25 13:43:00.893, 46 %, 47 %, 23011 MiB
2025/02/25 13:43:00.894, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:01.894, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:01.895, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:02.896, 47 %, 48 %, 23011 MiB
2025/02/25 13:43:02.896, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:03.897, 47 %, 48 %, 23011 MiB
2025/02/25 13:43:03.898, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:04.899, 47 %, 49 %, 23011 MiB
2025/02/25 13:43:04.900, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:05.901, 47 %, 49 %, 23011 MiB
2025/02/25 13:43:05.901, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:06.902, 48 %, 49 %, 23011 MiB
2025/02/25 13:43:06.903, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:07.904, 47 %, 48 %, 23011 MiB
2025/02/25 13:43:07.904, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:08.905, 47 %, 48 %, 23011 MiB
2025/02/25 13:43:08.906, 49 %, 51 %, 21963 MiB
2025/02/25 13:43:09.906, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:09.907, 46 %, 48 %, 21963 MiB
2025/02/25 13:43:10.908, 46 %, 48 %, 23011 MiB
2025/02/25 13:43:10.908, 49 %, 51 %, 21963 MiB
2025/02/25 13:43:11.909, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:11.910, 45 %, 47 %, 21963 MiB
2025/02/25 13:43:12.910, 49 %, 51 %, 23011 MiB
2025/02/25 13:43:12.911, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:13.911, 49 %, 52 %, 23011 MiB
2025/02/25 13:43:13.912, 50 %, 52 %, 21963 MiB
2025/02/25 13:43:14.913, 50 %, 52 %, 23011 MiB
2025/02/25 13:43:14.914, 50 %, 53 %, 21963 MiB
2025/02/25 13:43:15.914, 50 %, 52 %, 23011 MiB
2025/02/25 13:43:15.915, 50 %, 53 %, 21963 MiB
2025/02/25 13:43:16.916, 50 %, 52 %, 23011 MiB
2025/02/25 13:43:16.917, 46 %, 49 %, 21963 MiB
2025/02/25 13:43:17.918, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:17.919, 45 %, 47 %, 21963 MiB
2025/02/25 13:43:18.919, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:18.920, 51 %, 54 %, 21963 MiB
2025/02/25 13:43:19.921, 50 %, 53 %, 23011 MiB
2025/02/25 13:43:19.922, 46 %, 49 %, 21963 MiB
2025/02/25 13:43:20.922, 46 %, 48 %, 23011 MiB
2025/02/25 13:43:20.923, 50 %, 53 %, 21963 MiB
2025/02/25 13:43:21.923, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:21.924, 43 %, 45 %, 21963 MiB
2025/02/25 13:43:22.925, 52 %, 54 %, 23011 MiB
2025/02/25 13:43:22.925, 48 %, 51 %, 21963 MiB
2025/02/25 13:43:23.926, 76 %, 51 %, 23011 MiB
2025/02/25 13:43:23.927, 31 %, 28 %, 21963 MiB
2025/02/25 13:43:24.927, 7 %, 0 %, 23011 MiB
2025/02/25 13:43:24.928, 99 %, 59 %, 21963 MiB
2025/02/25 13:43:25.928, 49 %, 50 %, 23011 MiB
2025/02/25 13:43:25.929, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:26.930, 45 %, 46 %, 23011 MiB
2025/02/25 13:43:26.931, 51 %, 53 %, 21963 MiB
2025/02/25 13:43:27.932, 46 %, 47 %, 23011 MiB
2025/02/25 13:43:27.933, 51 %, 53 %, 21963 MiB
2025/02/25 13:43:28.934, 50 %, 52 %, 23011 MiB
2025/02/25 13:43:28.934, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:29.935, 48 %, 49 %, 23011 MiB
2025/02/25 13:43:29.936, 42 %, 43 %, 21963 MiB
2025/02/25 13:43:30.937, 49 %, 50 %, 23011 MiB
2025/02/25 13:43:30.938, 50 %, 52 %, 21963 MiB
2025/02/25 13:43:31.938, 42 %, 43 %, 23011 MiB
2025/02/25 13:43:31.939, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:32.940, 44 %, 45 %, 23011 MiB
2025/02/25 13:43:32.940, 46 %, 47 %, 21963 MiB
2025/02/25 13:43:33.941, 44 %, 46 %, 23011 MiB
2025/02/25 13:43:33.942, 45 %, 47 %, 21963 MiB
2025/02/25 13:43:34.942, 43 %, 44 %, 23011 MiB
2025/02/25 13:43:34.943, 48 %, 49 %, 21963 MiB
2025/02/25 13:43:35.944, 47 %, 49 %, 23011 MiB
2025/02/25 13:43:35.944, 51 %, 53 %, 21963 MiB
2025/02/25 13:43:36.945, 50 %, 51 %, 23011 MiB
2025/02/25 13:43:36.946, 44 %, 46 %, 21963 MiB
2025/02/25 13:43:37.946, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:37.947, 51 %, 53 %, 21963 MiB
2025/02/25 13:43:38.948, 45 %, 46 %, 23011 MiB
2025/02/25 13:43:38.949, 46 %, 48 %, 21963 MiB
2025/02/25 13:43:39.950, 46 %, 48 %, 23011 MiB
2025/02/25 13:43:39.951, 45 %, 47 %, 21963 MiB
2025/02/25 13:43:40.952, 47 %, 48 %, 23011 MiB
2025/02/25 13:43:40.952, 45 %, 47 %, 21963 MiB
2025/02/25 13:43:41.954, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:41.954, 46 %, 47 %, 21963 MiB
2025/02/25 13:43:42.955, 46 %, 47 %, 23011 MiB
2025/02/25 13:43:42.956, 49 %, 51 %, 21963 MiB
2025/02/25 13:43:43.956, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:43.957, 49 %, 51 %, 21963 MiB
2025/02/25 13:43:44.957, 46 %, 48 %, 23011 MiB
2025/02/25 13:43:44.958, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:45.959, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:45.959, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:46.960, 48 %, 49 %, 23011 MiB
2025/02/25 13:43:46.961, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:47.961, 48 %, 49 %, 23011 MiB
2025/02/25 13:43:47.962, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:48.963, 47 %, 49 %, 23011 MiB
2025/02/25 13:43:48.963, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:49.964, 47 %, 49 %, 23011 MiB
2025/02/25 13:43:49.965, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:50.966, 46 %, 48 %, 23011 MiB
2025/02/25 13:43:50.967, 48 %, 50 %, 21963 MiB
2025/02/25 13:43:51.967, 48 %, 50 %, 23011 MiB
2025/02/25 13:43:51.968, 47 %, 49 %, 21963 MiB
2025/02/25 13:43:52.969, 46 %, 47 %, 23011 MiB
2025/02/25 13:43:52.970, 49 %, 51 %, 21963 MiB
2025/02/25 13:43:53.971, 49 %, 51 %, 23011 MiB
2025/02/25 13:43:53.972, 46 %, 48 %, 21963 MiB
2025/02/25 13:43:54.972, 49 %, 51 %, 23011 MiB
2025/02/25 13:43:54.973, 49 %, 52 %, 21963 MiB
2025/02/25 13:43:55.974, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:55.974, 48 %, 51 %, 21963 MiB
2025/02/25 13:43:56.975, 45 %, 47 %, 23011 MiB
2025/02/25 13:43:56.975, 45 %, 48 %, 21963 MiB
2025/02/25 13:43:57.976, 45 %, 46 %, 23011 MiB
2025/02/25 13:43:57.977, 47 %, 49 %, 21963 MiB
